Source,Source Label,Target,Target Label,Type
1564,CASE OF A. v. THE UNITED KINGDOM,723,CASE OF JAMES AND OTHERS v. THE UNITED KINGDOM,Directed
1564,CASE OF A. v. THE UNITED KINGDOM,414,CASE OF GOLDER v. THE UNITED KINGDOM,Directed
1564,CASE OF A. v. THE UNITED KINGDOM,243,CASE OF FOGARTY v. THE UNITED KINGDOM,Directed
1564,CASE OF A. v. THE UNITED KINGDOM,2425,CASE OF FAYED v. THE UNITED KINGDOM,Directed
1564,CASE OF A. v. THE UNITED KINGDOM,2177,CASE OF BOYLE AND RICE v. THE UNITED KINGDOM,Directed
1564,CASE OF A. v. THE UNITED KINGDOM,50,CASE OF AL-ADSANI v. THE UNITED KINGDOM,Directed
1564,CASE OF A. v. THE UNITED KINGDOM,1740,CASE OF AIREY v. IRELAND (ARTICLE 50),Directed
1353,CASE OF ACHOUR v. FRANCE,2016,CASE OF VEEBER v. ESTONIA (No. 2),Directed
1353,CASE OF ACHOUR v. FRANCE,830,"CASE OF STRELETZ, KESSLER AND KRENZ v. GERMANY",Directed
1353,CASE OF ACHOUR v. FRANCE,2480,CASE OF KOKKINAKIS v. GREECE,Directed
1353,CASE OF ACHOUR v. FRANCE,2245,CASE OF K.-H. W. v. GERMANY,Directed
1353,CASE OF ACHOUR v. FRANCE,1909,CASE OF GABARRI MORENO v. SPAIN,Directed
1353,CASE OF ACHOUR v. FRANCE,1333,CASE OF E.K. v. TURKEY,Directed
1353,CASE OF ACHOUR v. FRANCE,1548,CASE OF COEME AND OTHERS v. BELGIUM,Directed
1353,CASE OF ACHOUR v. FRANCE,2400,CASE OF CANTONI v. FRANCE,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,880,CASE OF ÇAKICI v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,914,CASE OF WIERZBICKI v. POLAND,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2263,CASE OF TIMURTAS v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,219,CASE OF TEPE v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1033,CASE OF TAŞ v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1300,CASE OF TANRIKULU v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,250,CASE OF TANLI v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1557,CASE OF SOFLETEA v. ROMANIA,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,981,CASE OF SEMSI ONEN v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1805,CASE OF SELÇUK AND ASKER v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1351,CASE OF SELMOUNI v. FRANCE,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,46,CASE OF SCHERER v. SWITZERLAND,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,169,CASE OF SALMAN v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2147,CASE OF SAKIK AND OTHERS v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2348,CASE OF RIBITSCH v. AUSTRIA,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1179,CASE OF RANINEN v. FINLAND,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,167,CASE OF RAIMONDO v. ITALY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2449,CASE OF PEERS v. GREECE,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1106,CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,835,CASE OF OĞUR v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2532,CASE OF ORHAN v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,585,CASE OF OKÇUOGLU v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,202,CASE OF O'HARA v. THE UNITED KINGDOM,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2290,CASE OF NÖLKENBOCKHOFF v. GERMANY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1900,CASE OF NERVA AND OTHERS v. THE UNITED KINGDOM,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1667,CASE OF McKERR v. THE UNITED KINGDOM,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,382,CASE OF McCANN AND OTHERS v. THE UNITED KINGDOM,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1423,CASE OF MURRAY v. THE UNITED KINGDOM,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1234,CASE OF MURAT SATIK AND OTHERS v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1081,CASE OF MICHAEL EDWARD COOKE v. AUSTRIA,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2443,CASE OF MENTEŞ AND OTHERS v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,407,CASE OF MASTROMATTEO v. ITALY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,817,CASE OF LAUMONT v. FRANCE,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,197,CASE OF KURT v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,331,CASE OF KUDLA v. POLAND,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1994,CASE OF KAYA v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2048,CASE OF KALASHNIKOV v. RUSSIA,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,495,CASE OF IRELAND v. THE UNITED KINGDOM,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1116,CASE OF ILHAN v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,790,CASE OF I. BILGIN v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1698,CASE OF GÜLEÇ v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2440,CASE OF ERTAK v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,915,CASE OF ERGİ v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1914,CASE OF ELÇI AND OTHERS v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2291,CASE OF DULAŞ v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2371,CASE OF DIKME v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1368,CASE OF DEMİR AND OTHERS v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1993,CASE OF DALBAN v. ROMANIA,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,207,CASE OF CICEK v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1271,CASE OF CHAHAL v. THE UNITED KINGDOM,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1407,"CASE OF BARBERÀ, MESSEGUÉ AND JABARDO v. SPAIN (ARTICLE 50)",Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1518,CASE OF AVSAR v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,862,CASE OF ASSENOV AND OTHERS v. BULGARIA,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1717,CASE OF AKTAŞ v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,2157,CASE OF AKSOY v. TURKEY,Directed
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,1124,CASE OF AKDİVAR AND OTHERS v. TURKEY (ARTICLE 50),Directed
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,1119,CASE OF VERNILLO v. FRANCE,Directed
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,2194,CASE OF VAN OOSTERWIJCK v. BELGIUM,Directed
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,382,CASE OF McCANN AND OTHERS v. THE UNITED KINGDOM,Directed
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,1452,CASE OF JOHNSTON AND OTHERS v. IRELAND,Directed
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,495,CASE OF IRELAND v. THE UNITED KINGDOM,Directed
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,1710,CASE OF HANDYSIDE v. THE UNITED KINGDOM,Directed
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,2391,CASE OF CRUZ VARAS AND OTHERS v. SWEDEN,Directed
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,124,CASE OF CARDOT v. FRANCE,Directed
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,1544,CASE OF CAMPBELL v. THE UNITED KINGDOM,Directed
1124,CASE OF AKDİVAR AND OTHERS v. TURKEY (ARTICLE 50),618,CASE OF TOLSTOY MILOSLAVSKY v. THE UNITED KINGDOM,Directed
1124,CASE OF AKDİVAR AND OTHERS v. TURKEY (ARTICLE 50),1133,CASE OF PAPAMICHALOPOULOS AND OTHERS v. GREECE,Directed
2330,CASE OF AKKUŞ v. TURKEY,1763,CASE OF STRAN GREEK REFINERIES AND STRATIS ANDREADIS v. GREECE,Directed
2330,CASE OF AKKUŞ v. TURKEY,594,CASE OF LITHGOW AND OTHERS v. THE UNITED KINGDOM,Directed
52,CASE OF AKMAN v. TURKEY,860,CASE OF YAŞA v. TURKEY,Directed
52,CASE OF AKMAN v. TURKEY,835,CASE OF OĞUR v. TURKEY,Directed
52,CASE OF AKMAN v. TURKEY,1994,CASE OF KAYA v. TURKEY,Directed
52,CASE OF AKMAN v. TURKEY,2101,CASE OF GÜL v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,856,CASE OF İPEK v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,1793,CASE OF YÖYLER v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,2087,CASE OF NURİ KURT v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,2088,CASE OF MENNITTO v. ITALY,Directed
100,CASE OF AKSAKAL v. TURKEY,404,CASE OF MATYAR v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,1698,CASE OF GÜLEÇ v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,2291,CASE OF DULAŞ v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,218,CASE OF DOĞAN AND OTHERS v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,2211,CASE OF D.P. & J.C. v. THE UNITED KINGDOM,Directed
100,CASE OF AKSAKAL v. TURKEY,2375,CASE OF CACAN v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,1095,CASE OF BILGIN v. TURKEY,Directed
100,CASE OF AKSAKAL v. TURKEY,1361,CASE OF ARTUN AND OTHERS v. TURKEY,Directed
2157,CASE OF AKSOY v. TURKEY,1403,CASE OF TOMASI v. FRANCE,Directed
2157,CASE OF AKSOY v. TURKEY,742,CASE OF THE HOLY MONASTERIES v. GREECE (ARTICLE 50),Directed
2157,CASE OF AKSOY v. TURKEY,1592,CASE OF SOERING v. THE UNITED KINGDOM,Directed
2157,CASE OF AKSOY v. TURKEY,2348,CASE OF RIBITSCH v. AUSTRIA,Directed
2157,CASE OF AKSOY v. TURKEY,1599,CASE OF LAWLESS v. IRELAND (No. 1),Directed
2157,CASE OF AKSOY v. TURKEY,495,CASE OF IRELAND v. THE UNITED KINGDOM,Directed
2157,CASE OF AKSOY v. TURKEY,1271,CASE OF CHAHAL v. THE UNITED KINGDOM,Directed
2157,CASE OF AKSOY v. TURKEY,222,CASE OF BROGAN AND OTHERS v. THE UNITED KINGDOM,Directed
2157,CASE OF AKSOY v. TURKEY,92,CASE OF BRANNIGAN AND McBRIDE v. THE UNITED KINGDOM,Directed
2157,CASE OF AKSOY v. TURKEY,1124,CASE OF AKDİVAR AND OTHERS v. TURKEY (ARTICLE 50),Directed
1717,CASE OF AKTAŞ v. TURKEY,880,CASE OF ÇAKICI v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,2331,"CASE OF YOUNG, JAMES AND WEBSTER v. THE UNITED KINGDOM (ARTICLE 50)",Directed
1717,CASE OF AKTAŞ v. TURKEY,1986,CASE OF ULKU EKINCI v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,2263,CASE OF TIMURTAS v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,1300,CASE OF TANRIKULU v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,250,CASE OF TANLI v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,169,CASE OF SALMAN v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,835,CASE OF OĞUR v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,2532,CASE OF ORHAN v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,1667,CASE OF McKERR v. THE UNITED KINGDOM,Directed
1717,CASE OF AKTAŞ v. TURKEY,2055,CASE OF LUSTIG-PREAN AND BECKETT v. THE UNITED KINGDOM,Directed
1717,CASE OF AKTAŞ v. TURKEY,2239,CASE OF LABITA v. ITALY,Directed
1717,CASE OF AKTAŞ v. TURKEY,1116,CASE OF ILHAN v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,2440,CASE OF ERTAK v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,2291,CASE OF DULAŞ v. TURKEY,Directed
1717,CASE OF AKTAŞ v. TURKEY,1518,CASE OF AVSAR v. TURKEY,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,1957,CASE OF ČONKA v. BELGIUM,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,1015,"CASE OF X, Y AND Z v. THE UNITED KINGDOM",Directed
2535,CASE OF AL-NASHIF v. BULGARIA,1594,CASE OF WINTERWERP v. THE NETHERLANDS (ARTICLE 50),Directed
2535,CASE OF AL-NASHIF v. BULGARIA,1152,CASE OF VARBANOV v. BULGARIA,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,199,CASE OF T.P. AND K.M. v. THE UNITED KINGDOM,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,2351,CASE OF ROTARU v. ROMANIA,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,396,CASE OF P.G. AND J.H. v. THE UNITED KINGDOM,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,2203,CASE OF NIKOLOVA v. BULGARIA,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,197,CASE OF KURT v. TURKEY,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,331,CASE OF KUDLA v. POLAND,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,970,CASE OF KROON AND OTHERS v. THE NETHERLANDS,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,1867,CASE OF KLAAS v. GERMANY,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,1683,CASE OF K. AND T. v. FINLAND,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,132,CASE OF JASPER v. THE UNITED KINGDOM,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,2455,CASE OF HOKKANEN v. FINLAND,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,2041,CASE OF HASAN AND CHAUSH v. BULGARIA,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,133,CASE OF GÜL v. SWITZERLAND,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,1307,"CASE OF DE WILDE, OOMS AND VERSYP v. BELGIUM (ARTICLE 50)",Directed
2535,CASE OF AL-NASHIF v. BULGARIA,2195,CASE OF CILIZ v. THE NETHERLANDS,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,2310,CASE OF CHAPMAN v. THE UNITED KINGDOM,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,1271,CASE OF CHAHAL v. THE UNITED KINGDOM,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,447,CASE OF BOULTIF v. SWITZERLAND,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,638,CASE OF BERREHAB v. THE NETHERLANDS,Directed
2535,CASE OF AL-NASHIF v. BULGARIA,304,CASE OF AMANN v. SWITZERLAND,Directed
44,CASE OF ALIVERDIYEV v. RUSSIA,902,CASE OF ĆOSIĆ v. CROATIA,Directed
44,CASE OF ALIVERDIYEV v. RUSSIA,184,CASE OF YEVGENIY ZAKHAROV v. RUSSIA,Directed
44,CASE OF ALIVERDIYEV v. RUSSIA,1359,CASE OF McCANN v. THE UNITED KINGDOM,Directed
44,CASE OF ALIVERDIYEV v. RUSSIA,2246,CASE OF KRYVITSKA AND KRYVITSKYY v. UKRAINE,Directed
44,CASE OF ALIVERDIYEV v. RUSSIA,1143,CASE OF CONNORS v. THE UNITED KINGDOM,Directed
1100,CASE OF ALLAN JACOBSSON v. SWEDEN (No. 1),1135,CASE OF TRE TRAKTÖRER AKTIEBOLAG v. SWEDEN,Directed
1100,CASE OF ALLAN JACOBSSON v. SWEDEN (No. 1),395,CASE OF SPORRONG AND LÖNNROTH v. SWEDEN (ARTICLE 50),Directed
1100,CASE OF ALLAN JACOBSSON v. SWEDEN (No. 1),1701,CASE OF SILVER AND OTHERS v. THE UNITED KINGDOM (ARTICLE 50),Directed
1100,CASE OF ALLAN JACOBSSON v. SWEDEN (No. 1),1010,CASE OF PUDAS v. SWEDEN,Directed
1100,CASE OF ALLAN JACOBSSON v. SWEDEN (No. 1),2497,CASE OF AGOSI v. THE UNITED KINGDOM,Directed
1695,CASE OF ALLARD v. SWEDEN,199,CASE OF T.P. AND K.M. v. THE UNITED KINGDOM,Directed
1695,CASE OF ALLARD v. SWEDEN,395,CASE OF SPORRONG AND LÖNNROTH v. SWEDEN (ARTICLE 50),Directed
1695,CASE OF ALLARD v. SWEDEN,723,CASE OF JAMES AND OTHERS v. THE UNITED KINGDOM,Directed
1695,CASE OF ALLARD v. SWEDEN,1425,CASE OF BELVEDERE ALBERGHIERA S.R.L. v. ITALY,Directed
1695,CASE OF ALLARD v. SWEDEN,1100,CASE OF ALLAN JACOBSSON v. SWEDEN (No. 1),Directed
2234,CASE OF ALMEIDA FERREIRA AND MELO FERREIRA v. PORTUGAL,882,CASE OF VELOSA BARRETO v. PORTUGAL,Directed
2234,CASE OF ALMEIDA FERREIRA AND MELO FERREIRA v. PORTUGAL,108,CASE OF TSOMTSOS AND OTHERS v. GREECE (ARTICLE 50),Directed
2234,CASE OF ALMEIDA FERREIRA AND MELO FERREIRA v. PORTUGAL,2289,CASE OF SPADEA AND SCALABRINO v. ITALY,Directed
2234,CASE OF ALMEIDA FERREIRA AND MELO FERREIRA v. PORTUGAL,348,CASE OF SALABIAKU v. FRANCE,Directed
2234,CASE OF ALMEIDA FERREIRA AND MELO FERREIRA v. PORTUGAL,903,CASE OF MELLACHER AND OTHERS v. AUSTRIA,Directed
2234,CASE OF ALMEIDA FERREIRA AND MELO FERREIRA v. PORTUGAL,723,CASE OF JAMES AND OTHERS v. THE UNITED KINGDOM,Directed
2234,CASE OF ALMEIDA FERREIRA AND MELO FERREIRA v. PORTUGAL,1616,CASE OF HUTTEN-CZAPSKA v. POLAND,Directed
2234,CASE OF ALMEIDA FERREIRA AND MELO FERREIRA v. PORTUGAL,869,CASE OF EVANS v. THE UNITED KINGDOM,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),800,CASE OF ŞİMŞEK v. TURKEY,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1828,CASE OF İZZETTİN DOĞAN AND OTHERS v. TURKEY,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1284,CASE OF ÖCALAN v. TURKEY (No. 2) [Extracts],Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1669,CASE OF VUČKOVIĆ AND OTHERS v. SERBIA ,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1191,CASE OF UZUN v. GERMANY,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),764,CASE OF SACCOCCIA v. AUSTRIA,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1192,CASE OF RAMOS NUNES DE CARVALHO E SÁ v. PORTUGAL,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),682,CASE OF PÖNKÄ v. ESTONIA,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),2203,CASE OF NIKOLOVA v. BULGARIA,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),977,CASE OF MORICE v. FRANCE,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1883,CASE OF MOLLA SALI v. GREECE,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),2282,CASE OF MICALLEF v. MALTA,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1052,CASE OF MARTINIE v. FRANCE,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1219,CASE OF MALHOUS v. THE CZECH REPUBLIC,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1739,CASE OF LUNDEVALL v. SWEDEN,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1482,CASE OF KHOROSHENKO v. RUSSIA,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),2389,CASE OF JUSSILA v. FINLAND,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1488,CASE OF JURIČIĆ v. CROATIA,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),719,CASE OF HIRST v. THE UNITED KINGDOM (No. 2),Directed
257,CASE OF ALTAY v. TURKEY (No. 2),2178,CASE OF GÜLMEZ v. TURKEY,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1325,CASE OF GÖÇ v. TURKEY,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1176,CASE OF GANCI v. ITALY,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),2349,CASE OF ENEA v. ITALY,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1622,CASE OF DÖRY v. SWEDEN,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),441,CASE OF DICKSON v. THE UNITED KINGDOM,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1067,CASE OF DENISOV v. UKRAINE,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1530,CASE OF DE TOMMASO v. ITALY,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),2043,CASE OF COCCHIARELLA v. ITALY,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1544,CASE OF CAMPBELL v. THE UNITED KINGDOM,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),810,CASE OF BĂRBULESCU v. ROMANIA,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),531,CASE OF BIRŽIETIS v. LITHUANIA,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1148,CASE OF BEUZE v. BELGIUM,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1737,CASE OF APOSTU v. ROMANIA,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1315,CASE OF ANDRÉ AND ANOTHER v. FRANCE,Directed
257,CASE OF ALTAY v. TURKEY (No. 2),1102,CASE OF ANDERSSON v. SWEDEN,Directed
444,CASE OF ALTUN v. TURKEY,1793,CASE OF YÖYLER v. TURKEY,Directed
444,CASE OF ALTUN v. TURKEY,1805,CASE OF SELÇUK AND ASKER v. TURKEY,Directed
444,CASE OF ALTUN v. TURKEY,2532,CASE OF ORHAN v. TURKEY,Directed
444,CASE OF ALTUN v. TURKEY,1667,CASE OF McKERR v. THE UNITED KINGDOM,Directed
444,CASE OF ALTUN v. TURKEY,2443,CASE OF MENTEŞ AND OTHERS v. TURKEY,Directed
444,CASE OF ALTUN v. TURKEY,1867,CASE OF KLAAS v. GERMANY,Directed
444,CASE OF ALTUN v. TURKEY,495,CASE OF IRELAND v. THE UNITED KINGDOM,Directed
444,CASE OF ALTUN v. TURKEY,2291,CASE OF DULAŞ v. TURKEY,Directed
444,CASE OF ALTUN v. TURKEY,2177,CASE OF BOYLE AND RICE v. THE UNITED KINGDOM,Directed
1038,CASE OF AMATO GAUCI v. MALTA,523,CASE OF ÜNAL TEKELİ v. TURKEY,Directed
1038,CASE OF AMATO GAUCI v. MALTA,480,CASE OF ZARB ADAMI v. MALTA,Directed
